psgc;income_class;year;current_operating_income_local_tax_real_property_general;current_operating_income_local_tax_real_property_special_education;current_operating_income_local_tax_real_property_total;current_operating_income_local_tax_business;current_operating_income_local_tax_other;current_operating_income_local_tax_total;current_operating_income_local_nontax_regulatory_fees;current_operating_income_local_nontax_service_user_charges;current_operating_income_local_nontax_economic_enterprise_receipts;current_operating_income_local_nontax_other_receipts;current_operating_income_local_nontax_total;current_operating_income_local_total;current_operating_income_external_national_tax_allotment;current_operating_income_external_national_tax_other_shares;current_operating_income_external_interlocal_transfers;current_operating_income_external_extraordinary_donations;current_operating_income_external_total;current_operating_income_total;current_operating_expenditures_general_public_services;current_operating_expenditures_social_services_manpower_development;current_operating_expenditures_social_services_health_nutrition_population;current_operating_expenditures_social_services_labor_employment;current_operating_expenditures_social_services_housing_community_development;current_operating_expenditures_social_services_welfare;current_operating_expenditures_social_services_total;current_operating_expenditures_economic_services;current_operating_expenditures_debt_services;current_operating_expenditures_total;net_operating_income;non_income_receipts_capital_investment_asset_sale_proceeds;non_income_receipts_capital_investment_others_debt_securities_sales_proceeds;non_income_receipts_capital_investment_loans_receivable_collections;non_income_receipts_capital_investment_total;non_income_receipts_loans_borrowings_loans_acquisitions;non_income_receipts_loans_borrowings_bonds_issuance;non_income_receipts_loans_borrowings_total;non_income_receipts_others;non_income_receipts_total;nonoperating_expenditures_capital_investment_property_plant_equipment;nonoperating_expenditures_capital_investment_other_entities_debt_securities;nonoperating_expenditures_capital_investment_other_entities_grant_loan;nonoperating_expenditures_capital_investment_total;nonoperating_expenditures_debt_service_loan_amortization_payment;nonoperating_expenditures_debt_service_retirement_bonds_redemption_debt_securities;nonoperating_expenditures_debt_service_total;nonoperating_expenditures_other;nonoperating_expenditures_total;funds_net_increase;cash_balance_beginning;fund_available;accounts_payable_payment_of_prior_years;continuing_appropriation;fund_balance
0300803000;4th;2023;59664825.14;85235464.47;144900289.61;134088781.16;49654604.27;328643675.04;27472310.72;17578856.56;72690160.03;6813134.62;124554461.93;453198136.97;674261589.96;664154.14;240000.00;0.00;675165744.10;1128363881.07;622539407.40;71018394.15;56435757.34;0.00;0.00;29284935.55;156739087.04;55950324.28;18874398.88;854103217.60;274260663.47;0.00;0.00;0.00;0.00;62003314.30;0.00;62003314.30;52550.00;62055864.30;229871620.36;0.00;0.00;229871620.36;35928680.10;0.00;35928680.10;17939342.55;283739643.01;52576884.76;629762878.08;682339762.84;116075848.22;107401673.40;458862241.22
0304903000;1st;2023;156464513.44;177501832.93;333966346.37;288531370.74;35528875.69;658026592.80;49577086.48;44711569.70;0.00;8050034.91;102338691.09;760365283.89;1351275351.00;2633516.76;0.00;0.00;1353908867.76;2114274151.65;481877111.35;64511442.97;258220172.05;0.00;1195948.72;211200823.64;535128387.38;231135552.33;128592150.76;1376733201.82;737540949.83;0.00;0.00;0.00;0.00;1084996164.90;0.00;1084996164.90;98787738.15;1183783903.05;213443292.62;0.00;0.00;213443292.62;212733996.06;0.00;212733996.06;101626116.76;527803405.44;1393521447.44;1214467121.54;2607988568.98;172030605.27;1376735637.36;1059222326.35
0304908000;4th;2023;8579164.78;12255949.66;20835114.44;75968375.14;6520693.14;103324182.72;17163439.67;4725204.68;28966808.79;552201.65;51407654.79;154731837.51;777457395.96;763131.40;0.00;0.00;778220527.36;932952364.87;351991118.29;40339802.01;36329624.40;857281.13;15431958.17;80228005.76;173186671.47;144162840.04;10801669.57;680142299.37;252810065.50;0.00;0.00;0.00;0.00;147389000.00;0.00;147389000.00;20481656.48;167870656.48;186337461.25;0.00;0.00;186337461.25;21596237.37;0.00;21596237.37;165037358.00;372971056.62;47709665.36;93026750.88;140736416.24;0.00;4944780.00;135791636.24
0305409000;3rd;2023;36982101.94;50442072.49;87424174.43;284497063.43;41390089.04;413311326.90;32083939.34;6024063.73;4394898.88;0.00;42502901.95;455814228.85;1039315536.96;635309188.59;0.00;49647987.50;1724272713.05;2180086941.90;1474678149.87;123882235.07;53683931.78;4369624.64;2662933.20;40174632.50;224773357.19;117767498.70;26787085.67;1844006091.43;336080850.47;0.00;0.00;606028281.93;606028281.93;0.00;0.00;0.00;4532894.97;610561176.90;715108857.98;0.00;0.00;715108857.98;37876767.57;0.00;37876767.57;0.00;752985625.55;193656401.82;397514189.00;591170590.82;287790607.76;78883870.25;224496112.81
0301410000;3rd;2023;58890266.42;84128952.04;143019218.46;301829327.16;18325170.46;463173716.08;42350837.53;14407385.62;23964827.28;11954817.20;92677867.63;555851583.71;952467771.96;1459204.32;2851874.99;0.00;956778851.27;1512630434.98;875705548.35;40801991.17;118639799.90;0.00;0.00;102505964.83;261947755.90;52039972.31;16052507.56;1205745784.12;306884650.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;456572510.62;0.00;0.00;456572510.62;34532396.64;0.00;34532396.64;0.00;491104907.26;-184220256.40;1258463673.83;1074243417.43;226130089.75;0.00;848113327.68
0301412000;3rd;2023;49899462.10;71284945.86;121184407.96;844187679.21;27115155.89;992487243.06;50791508.11;23294632.08;10692899.50;7069991.15;91849030.84;1084336273.90;835198584.96;1157289.57;0.00;5050000.00;841405874.53;1925742148.43;593289930.80;119332803.63;146288397.41;3399857.79;11834596.20;60529102.18;341384757.21;140065239.04;68682391.54;1143422318.59;782319829.84;0.00;0.00;0.00;0.00;89832256.00;0.00;89832256.00;25020043.28;114852299.28;578182093.72;0.00;0.00;578182093.72;54651975.24;0.00;54651975.24;0.00;632834068.96;264338060.16;2409955634.87;2674293695.03;47998833.17;0.00;2626294861.86
0331400000;1st;2023;38867120.73;27785019.88;66652140.61;235682627.73;25488037.80;327822806.14;71555451.03;38586492.62;380001599.60;57307081.04;547450624.29;875273430.43;1092224948.04;89778870.62;0.00;1717009.43;1183720828.09;2058994258.52;598761084.36;43989044.50;84077445.82;4886868.78;69446336.84;39862035.30;242261731.24;639166464.21;7326827.93;1487516107.74;571478150.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;347137579.49;347137579.49;82627187.27;0.00;0.00;82627187.27;32197651.86;0.00;32197651.86;339947411.49;454772250.62;463843479.65;1078786974.41;1542630454.06;143405696.84;0.00;1399224757.22
0304919000;5th;2023;10937660.65;9222689.16;20160349.81;10256002.34;1715221.22;32131573.37;12293520.25;5226201.00;2679504.00;3521475.83;23720701.08;55852274.45;537811293.00;30581.64;0.00;0.00;537841874.64;593694149.09;165989802.07;9506352.44;36267846.19;2104357.17;0.00;32380677.71;80259233.51;35800943.79;0.00;282049979.37;311644169.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;424015.73;424015.73;144348658.95;0.00;0.00;144348658.95;5500000.00;0.00;5500000.00;79565714.56;229414373.51;82653811.94;310826698.52;393480510.46;0.00;72838015.23;320642495.23
0305416000;1st;2023;165824248.68;236891783.83;402716032.51;663064368.38;76630715.51;1142411116.40;75027196.23;56700824.18;50034146.25;8004668.56;189766835.22;1332177951.62;1150454799.96;0.00;0.00;14140764.34;1164595564.30;2496773515.92;677625353.09;107776082.73;190244421.46;1850488.00;3548099.96;364918318.80;668337410.95;254098502.13;30327322.64;1630388588.81;866384927.11;0.00;0.00;0.00;0.00;60200996.44;0.00;60200996.44;12124525.65;72325522.09;439878460.56;0.00;0.00;439878460.56;36446541.31;0.00;36446541.31;0.00;476325001.87;462385447.33;1512269116.90;1974654564.23;362197143.37;37574447.58;1574882973.28
0304926000;3rd;2023;39988157.09;57125938.70;97114095.79;95894362.09;15695302.02;208703759.90;15612071.66;12246966.32;72497218.59;261402.04;100617658.61;309321418.51;862392666.00;0.00;0.00;0.00;862392666.00;1171714084.51;542125967.26;24710013.93;70489346.03;0.00;3024187.06;44426197.83;142649744.85;240080201.93;10068352.89;934924266.93;236789817.58;0.00;0.00;0.00;0.00;17048534.24;0.00;17048534.24;0.00;17048534.24;120776507.81;0.00;0.00;120776507.81;19369102.11;0.00;19369102.11;0.00;140145609.92;113692741.90;308316742.59;422009484.49;30878516.47;60349814.94;330781153.08
0301420000;1st;2023;90769008.99;118284575.29;209053584.28;317138907.87;50976771.21;577169263.36;74641488.01;205346693.67;67731468.04;13002008.39;360721658.11;937890921.47;1823391593.04;0.00;0.00;0.00;1823391593.04;2761282514.51;851312280.06;105311852.44;410341049.52;8687208.84;176984840.04;84681628.28;786006579.12;235304999.35;2174536.57;1874798395.10;886484119.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;246848671.12;0.00;0.00;246848671.12;25455855.76;0.00;25455855.76;0.00;272304526.88;614179592.53;1315179754.04;1929359346.57;620857414.73;15568978.75;1292932953.09
0304917000;4th;2023;9591672.61;13702389.45;23294062.06;38381811.48;5791461.10;67467334.64;4851402.50;5733764.83;16443999.01;1002112.91;28031279.25;95498613.89;694146555.00;305546.13;0.00;0.00;694452101.13;789950715.02;191440709.31;12968916.77;91042613.67;2233962.73;0.00;80046935.29;186292428.46;97305654.18;19010270.85;494049062.80;295901652.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;136200840.49;0.00;0.00;136200840.49;43146439.00;0.00;43146439.00;0.00;179347279.49;116554372.73;434527875.56;551082248.29;29321901.48;37208919.54;484551427.27
0306916000;1st;2023;109366880.90;80969616.22;190336497.12;556453940.72;49481549.60;796271987.44;51144139.03;27228741.24;34102902.92;7485037.67;119960820.86;916232808.30;1464181082.04;92235153.60;0.00;16642744.14;1573058979.78;2489291788.08;1280451163.58;78609313.00;104789884.88;3872711.50;0.00;49043566.37;236315475.75;182516898.01;14817118.75;1714100656.09;775191131.99;80683.50;0.00;0.00;80683.50;0.00;0.00;0.00;0.00;80683.50;593355292.27;0.00;0.00;593355292.27;61955925.00;0.00;61955925.00;60000.00;655371217.27;119900598.22;1158036250.73;1277936848.95;0.00;0.00;1277936848.95
0405802000;1st;2023;479064086.09;439690806.70;918754892.79;939203054.37;106095236.45;1964053183.61;192847264.57;282165007.05;46237291.50;72762808.71;594012371.83;2558065555.44;2562077232.96;3421534.81;0.00;34279202.96;2599777970.73;5157843526.17;1268288081.51;184989286.89;949028957.54;0.00;12515704.91;286926947.21;1433460896.55;810667737.59;8886387.41;3521303103.06;1636540423.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;491124593.75;0.00;0.00;491124593.75;346829015.61;0.00;346829015.61;0.00;837953609.36;798586813.75;7344935596.95;8143522410.70;291703081.20;387384952.05;7464434377.45
0402103000;1st (as Municipality);2023;247489156.26;339737607.96;587226764.22;558883438.55;97016532.12;1243126734.89;161109401.31;149876153.08;0.00;32161182.11;343146736.50;1586273471.39;1749975149.04;0.00;0.00;0.00;1749975149.04;3336248620.43;1252180078.69;178462333.86;133431121.86;0.00;0.00;330759342.29;642652798.01;439502710.16;17711245.58;2352046832.44;984201787.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;405704738.22;0.00;0.00;405704738.22;50637466.50;0.00;50637466.50;0.00;456342204.72;527859583.27;1103172894.99;1631032478.26;82127304.54;124679755.00;1424225418.72
0401005000;1st;2023;636288616.76;601090407.42;1237379024.18;1141457292.04;45754537.29;2424590853.51;185214606.07;108621176.30;0.00;10059894.01;303895676.38;2728486529.89;1402445814.00;34168097.74;0.00;11294091.30;1447908003.04;4176394532.93;1793132403.22;167308207.97;164097300.88;0.00;0.00;230628714.98;562034223.83;462978876.52;31157507.00;2849303010.57;1327091522.36;620000.00;0.00;3941906.19;4561906.19;205894032.21;0.00;205894032.21;1723527.75;212179466.15;576087809.35;0.00;0.00;576087809.35;106589128.28;0.00;106589128.28;146678704.63;829355642.26;709915346.25;4327286626.28;5037201972.53;575280458.56;202979238.69;4258942275.28
0403403000;1st (as Municipality);2023;259026829.04;389549594.67;648576423.71;1106469980.39;96193680.35;1851240084.45;109985366.93;105221727.62;0.00;5402221.10;220609315.65;2071849400.10;1232743206.96;497059839.12;0.00;105000.00;1729908046.08;3801757446.18;1236794295.00;180841356.46;316040514.62;32877126.74;0.00;351077192.35;880836190.17;146144441.36;135115227.39;2398890153.92;1402867292.26;0.00;0.00;0.00;0.00;1379867511.99;0.00;1379867511.99;0.00;1379867511.99;656494550.97;0.00;0.00;656494550.97;248386030.12;0.00;248386030.12;0.00;904880581.09;1877854223.16;551757679.91;2429611903.07;259606580.62;1224834900.95;945170421.50
0403404000;1st (as Municipality);2023;220498631.93;314988948.55;535487580.48;776881732.11;40165845.00;1352535157.59;56481208.90;59640305.59;0.00;1983831.15;118105345.64;1470640503.23;1122467007.96;163918443.00;0.00;0.00;1286385450.96;2757025954.19;1361166502.80;138478670.30;132130813.04;694178.13;211319000.31;19068035.58;501690697.36;72196260.65;0.00;1935053460.81;821972493.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;170218174.03;0.00;0.00;170218174.03;0.00;0.00;0.00;0.00;170218174.03;651754319.35;4934054566.98;5585808886.33;575858457.27;2105271634.84;2904678794.22
0403405000;1st;2023;583026373.55;832894819.37;1415921192.92;1727490624.63;219316275.48;3362728093.03;108331769.82;99516924.86;0.00;3581097.41;211429792.09;3574157885.12;1639453950.96;880399830.17;0.00;915000.00;2520768781.13;6094926666.25;2969671647.35;795940545.30;222894026.34;0.00;18942230.79;189592025.87;1227368828.30;784078124.11;33712930.41;5014831530.17;1080095136.08;0.00;0.00;8953188.54;8953188.54;0.00;0.00;0.00;0.00;8953188.54;798841467.12;0.00;0.00;798841467.12;144606009.96;0.00;144606009.96;0.00;943447477.08;145600847.54;6719490071.96;6865090919.50;689248171.21;2263772797.77;3912069950.52
0402105000;4th;2023;45658852.63;32793945.06;78452797.69;47444590.96;7341071.18;133238459.83;9615783.79;8606865.90;16142329.66;668304.56;35033283.91;168271743.74;545729195.04;0.00;0.00;0.00;545729195.04;714000938.78;484108284.37;1709474.44;45684303.45;0.00;0.00;24550574.57;71944352.46;71242246.32;70241.90;627365125.05;86635813.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84104030.57;0.00;0.00;84104030.57;5426094.33;0.00;5426094.33;0.00;89530124.90;-2894311.17;623222320.71;620328009.54;91863574.08;17078648.17;511385787.29
0402106000;1st (as Municipality);2023;254274210.75;362208204.29;616482415.04;562657146.42;150877817.00;1330017378.46;136733485.13;491850590.93;0.00;17279335.21;645863411.27;1975880789.73;1913263197.96;91438840.38;0.00;0.00;2004702038.34;3980582828.07;2019274535.69;208356159.04;547471878.16;3100373.51;0.00;25934077.52;784862488.23;0.00;0.00;2804137023.92;1176445804.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;333908254.20;0.00;0.00;333908254.20;0.00;0.00;0.00;0.00;333908254.20;842537549.95;2136198107.44;2978735657.39;629721785.55;44181764.86;2304832106.98
0402108000;1st (as Municipality);2023;320716386.66;458166267.01;778882653.67;817758521.63;260453834.28;1857095009.58;34485066.65;66242861.91;0.00;1116659.63;101844588.19;1958939597.77;1369503987.96;1774467.43;0.00;0.00;1371278455.39;3330218053.16;1993344330.19;256401184.46;97468832.69;0.00;0.00;139637435.32;493507452.47;29875642.69;0.00;2516727425.35;813490627.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;423001324.42;0.00;0.00;423001324.42;0.00;0.00;0.00;0.00;423001324.42;390489303.39;1690676211.87;2081165515.26;0.00;397359617.87;1683805897.39
0402109000;3rd;2023;183662196.81;244388052.47;428050249.28;596115707.54;178499649.64;1202665606.46;179388693.90;144564320.29;0.00;12846306.73;336799320.92;1539464927.38;1575557682.96;2667396.14;0.00;70367499.84;1648592578.94;3188057506.32;1600331695.86;121551896.49;323620961.94;0.00;3116125.84;57926236.12;506215220.39;206811384.49;89905386.69;2403263687.43;784793818.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;468051187.46;468051187.46;612156999.51;0.00;0.00;612156999.51;17039170.53;0.00;17039170.53;0.00;629196170.04;623648836.31;1001584423.49;1625233259.80;825342733.54;89272078.82;710618447.44
0401014000;1st;2023;252160347.06;360229067.21;612389414.27;464552602.24;146402114.71;1223344131.22;107109800.78;24850300.11;52767569.87;54452788.74;239180459.50;1462524590.72;1359376704.96;176481855.62;2209084.17;24117203.12;1562184847.87;3024709438.59;763432832.62;328778936.81;114979807.16;0.00;218390099.39;218060656.06;880209499.42;377028041.71;2464953.74;2023135327.49;1001574111.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289903038.01;0.00;0.00;289903038.01;34397136.69;0.00;34397136.69;0.00;324300174.70;677273936.40;2370759232.21;3048033168.61;61942350.39;302465085.24;2683625732.98
0431200000;2nd;2023;59025372.08;84321960.10;143347332.18;337248358.94;33079586.53;513675277.65;47518115.37;14891335.86;159438181.66;9856772.95;231704405.84;745379683.49;1005504093.00;0.00;0.00;0.00;1005504093.00;1750883776.49;638537359.56;98909647.23;81599995.10;0.00;0.00;342085397.46;522595039.79;211484024.95;33730821.71;1406347246.01;344536530.48;0.00;0.00;0.00;0.00;83516828.15;0.00;83516828.15;0.00;83516828.15;74121770.87;0.00;0.00;74121770.87;120618350.86;0.00;120618350.86;0.00;194740121.73;233313236.90;679757992.75;913071229.65;141265259.85;181921449.03;589884520.77
0403424000;1st;2023;59136672.72;84480787.68;143617460.40;184937894.63;44406858.97;372962214.00;40278000.27;15487372.11;156009727.98;10989079.58;222764179.94;595726393.94;1160187407.04;14933.02;0.00;50000.00;1160252340.06;1755978734.00;729612624.16;46073749.47;99016039.03;0.00;23969904.05;19442648.47;188502341.02;413361378.67;30338028.26;1361814372.11;394164361.89;0.00;0.00;0.00;0.00;362962746.64;0.00;362962746.64;120221335.68;483184082.32;620257439.55;0.00;0.00;620257439.55;41936563.16;0.00;41936563.16;172599408.43;834793411.14;42555033.07;455264633.27;497819666.34;135477796.70;122976426.37;239365443.27
0403425000;3rd;2023;133419994.54;147438264.99;280858259.53;494783560.60;39144205.20;814786025.33;77554188.08;113805041.04;0.00;1217758.69;192576987.81;1007363013.14;1037383388.04;2867942.76;0.00;0.00;1040251330.80;2047614343.94;1003252918.47;97292283.41;126266141.75;8250940.51;113829520.99;29506576.16;375145462.82;140406881.64;43303417.28;1562108680.21;485505663.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;475482538.65;0.00;0.00;475482538.65;75708730.08;0.00;75708730.08;0.00;551191268.73;-65685605.00;1344480769.47;1278795164.47;118436558.69;378386135.26;781972470.52
0403428000;1st;2023;628776517.66;697152129.58;1325928647.24;2336973811.92;89339075.85;3752241535.01;125392948.97;28008188.72;38928504.13;6246530.86;198576172.68;3950817707.69;1261100141.04;201290982.45;0.00;0.00;1462391123.49;5413208831.18;1577078786.41;460932052.17;171229015.81;3004314.97;362135791.97;229810485.13;1227111660.05;530007178.35;130901732.96;3465099357.77;1948109473.41;0.00;0.00;566227.00;566227.00;1812775979.59;0.00;1812775979.59;0.00;1813342206.59;2590895976.52;0.00;0.00;2590895976.52;120842188.50;0.00;120842188.50;646328187.62;3358066352.64;403385327.36;3560524588.01;3963909915.37;363194194.88;220317923.37;3380397797.12
0401028000;1st;2023;141289563.81;192038269.00;333327832.81;261277704.36;54949678.67;649555215.84;40215972.36;27770015.43;57034165.98;32417073.85;157437227.62;806992443.46;896183724.00;144588248.31;0.00;0.00;1040771972.31;1847764415.77;641279315.86;95979514.75;157115138.98;0.00;0.00;119592922.38;372687576.11;260457257.14;0.00;1274424149.11;573340266.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;295940727.25;0.00;0.00;295940727.25;0.00;0.00;0.00;0.00;295940727.25;277399539.41;2681348553.88;2958748093.29;1490494795.12;302867477.73;1165385820.44
0402119000;2nd;2023;281329443.35;248847198.41;530176641.76;155632540.02;60559872.76;746369054.54;67441977.28;263911143.56;0.00;733273.35;332086394.19;1078455448.73;578396093.04;0.00;0.00;0.00;578396093.04;1656851541.77;578760015.72;106829602.43;67946868.89;0.00;6665677.06;49062283.70;230504432.08;164801674.59;972762.32;975038884.71;681812657.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;676461567.21;0.00;0.00;676461567.21;17360139.12;0.00;17360139.12;0.00;693821706.33;-12009049.27;942375496.03;930366446.76;0.00;0.00;930366446.76
0401031000;2nd;2023;464001148.75;462985469.36;926986618.11;550712336.18;72787785.75;1550486740.04;22438217.52;139237920.08;0.00;8071649.87;169747787.47;1720234527.51;858441090.00;260229490.47;0.00;15000.00;1118685580.47;2838920107.98;580129505.02;151175005.29;131157935.26;0.00;0.00;352971517.36;635304457.91;306629023.08;5845447.87;1527908433.88;1311011674.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;367211245.79;0.00;0.00;367211245.79;62408438.16;0.00;62408438.16;0.00;429619683.95;881391990.15;3621534113.70;4502926103.85;0.00;941731377.04;3561194726.81
0405647000;6th;2023;26286776.69;37552538.13;63839314.82;51888808.85;18136431.56;133864555.23;16599544.60;25286136.48;11130612.56;2688623.77;55704917.41;189569472.64;835666166.04;330781.01;0.00;0.00;835996947.05;1025566419.69;396098573.13;62402077.57;81292801.27;1358235.58;19099459.70;98089666.56;262242240.68;89939234.57;43503912.82;791783961.20;233782458.49;0.00;0.00;0.00;0.00;228593973.75;0.00;228593973.75;99914.94;228693888.69;34565748.88;0.00;0.00;34565748.88;58448129.89;0.00;58448129.89;59814918.00;152828796.77;309647550.41;1147215228.59;1456862779.00;303867108.10;245409309.48;907586361.42
0402122000;4th;2023;65259570.55;57755620.03;123015190.58;217227087.90;46922839.12;387165117.60;57193820.36;112411161.81;0.00;348190.28;169953172.45;557118290.05;811581456.96;0.00;0.00;14564075.63;826145532.59;1383263822.64;420683581.25;61381896.55;73050631.03;1932629.51;236821.93;144903471.39;281505450.41;175711817.95;6319817.96;884220667.57;499043155.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;217782154.05;0.00;0.00;217782154.05;29221512.36;0.00;29221512.36;0.00;247003666.41;252039488.66;2115180826.01;2367220314.67;0.00;304702500.41;2062517814.26
1705205000;3rd;2023;10312041.40;9284572.11;19596613.51;137349928.26;14978215.45;171924757.22;25829386.13;44410825.39;23696592.94;1165990.12;95102794.58;267027551.80;928603877.04;12405.00;0.00;0.00;928616282.04;1195643833.84;397102002.60;97248277.50;95661422.30;1088457.44;8199858.83;34789424.76;236987440.83;198324738.22;36102657.23;868516838.88;327126994.96;82620.00;0.00;357452.00;440072.00;10829942.44;0.00;10829942.44;56916166.32;68186180.76;115296579.95;0.00;0.00;115296579.95;38637328.75;0.00;38637328.75;145325865.01;299259773.71;96053402.01;444885381.22;540938783.23;75787282.90;114016821.11;351134679.22
1731500000;1st;2023;144286132.48;102995501.94;247281634.42;444328292.63;35954219.88;727564146.93;80510416.08;79964841.07;158094997.91;3339784.41;321910039.47;1049474186.40;3831766353.96;1719764.68;0.00;0.00;3833486118.64;4882960305.04;1273314366.87;29923238.32;475765313.19;0.00;0.00;423636926.26;929325477.77;499566435.13;67517660.30;2769723940.07;2113236364.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;395867832.24;0.00;0.00;395867832.24;10135536.84;0.00;10135536.84;0.00;406003369.08;1707232995.89;5222202247.23;6929435243.12;1067091728.50;252015409.20;5610328105.42
0501716000;4th;2023;12302208.95;12060643.73;24362852.68;59694906.90;4741805.63;88799565.21;15130073.68;7368571.03;43427525.54;461692.11;66387862.36;155187427.57;726907800.96;139634.71;0.00;0.00;727047435.67;882234863.24;313692673.56;12700139.27;62938455.76;0.00;0.00;20514273.55;96152868.58;114048120.31;16536446.52;540430108.97;341804754.27;0.00;0.00;0.00;0.00;39943342.83;0.00;39943342.83;984436.27;40927779.10;45495433.26;0.00;0.00;45495433.26;35792486.90;0.00;35792486.90;24006194.91;105294115.07;277438418.30;223938462.18;501376880.48;19633276.60;105771591.87;375972012.01
0500506000;2nd;2023;111282933.31;91926200.87;203209134.18;414225236.85;15061036.18;632495407.21;29373770.78;56037054.65;43469287.23;18105151.09;146985263.75;779480670.96;947343696.96;3321166.99;174035.86;1382046.50;952220946.31;1731701617.27;521928666.48;36877099.27;145502657.61;5044409.78;0.00;39817719.15;227241885.81;143046020.63;0.00;892216572.92;839485044.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21434785.84;21434785.84;291002942.99;0.00;0.00;291002942.99;0.00;0.00;0.00;0.00;291002942.99;569916887.20;1441138402.09;2011055289.29;348976001.08;133979760.87;1528099527.34
0500508000;4th;2023;6879014.84;9788437.92;16667452.76;53127206.93;6145028.44;75939688.13;6557513.36;18675259.52;37655089.98;5690981.71;68578844.57;144518532.70;866149797.96;291750.39;0.00;0.00;866441548.35;1010960081.05;224335146.66;14418179.90;59994575.12;1943199.83;34531915.63;82137093.94;193024964.42;114870571.73;4966500.00;537197182.81;473762898.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;235877090.65;0.00;0.00;235877090.65;0.00;0.00;0.00;0.00;235877090.65;237885807.59;1537073430.20;1774959237.79;197145788.11;176281085.75;1401532363.93
0504111000;4th;2023;13176167.94;12297636.05;25473803.99;46698120.42;5236007.50;77407931.91;16654598.94;6587571.50;54583873.59;1113225.73;78939269.76;156347201.67;766836249.00;295874.09;0.00;0.00;767132123.09;923479324.76;97631409.75;10504924.00;23490603.94;0.00;0.00;70679201.21;104674729.15;81637766.01;2010626.00;285954530.91;637524793.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50233659.15;0.00;0.00;50233659.15;32989362.00;0.00;32989362.00;0.00;83223021.15;554301772.70;577371700.61;1131673473.31;0.00;985140499.55;146532973.76
0501724000;2nd;2023;99056027.01;127110406.80;226166433.81;310439234.65;40537029.59;577142698.05;55048332.48;31007625.86;147194281.54;6719169.15;239969409.03;817112107.08;863337605.04;9350625.41;0.00;4426593.52;877114823.97;1694226931.05;449246525.04;123462149.44;89033333.83;13812578.51;5011784.64;78841393.35;310161239.77;243387800.68;32466049.08;1035261614.57;658965316.48;0.00;0.00;5650803.72;5650803.72;165463588.12;0.00;165463588.12;36228186.83;207342578.67;416266566.21;0.00;0.00;416266566.21;42453411.94;0.00;42453411.94;358467205.63;817187183.78;49120711.37;1020246041.39;1069366752.76;307189715.20;122846146.82;639330890.74
0506216000;3rd;2023;17792933.07;25577640.06;43370573.13;90846428.24;5377982.78;139594984.15;27979385.00;11600708.43;18568164.01;3997725.29;62145982.73;201740966.88;1036904451.00;9614244.01;106147733.84;1985000.00;1154651428.85;1356392395.73;406376258.43;32289795.99;75721489.82;6598206.80;9358372.51;417994174.26;541962039.38;130642232.41;7698396.40;1086678926.62;269713469.11;234637.50;0.00;690936.75;925574.25;0.00;0.00;0.00;68547419.73;69472993.98;82934422.62;0.00;0.00;82934422.62;52842829.32;0.00;52842829.32;124929268.20;260706520.14;78479942.95;330334322.69;408814265.64;146730698.14;76543157.43;185540410.07
0500517000;4th;2023;14253306.62;20361866.61;34615173.23;52691267.31;5427940.32;92734380.86;13393928.28;19577764.81;27181396.47;1749413.45;61902503.01;154636883.87;758573727.96;896373.22;94513.37;2629524.54;762194139.09;916831022.96;292657011.90;33450923.21;56542870.59;0.00;0.00;46734392.27;136728186.07;87792636.17;1672095.73;518849929.87;397981093.09;0.00;0.00;0.00;0.00;43301251.50;0.00;43301251.50;391548.53;43692800.03;172233225.46;0.00;0.00;172233225.46;0.00;0.00;0.00;7700074.50;179933299.96;261740593.16;1751829313.88;2013569907.04;143322125.16;353618871.92;1516628909.96
